,qhgk k=6,rtaq k=6,inv k=6
0,408.75390625,393.1678178021352,441.96025860676065
1,238.735107421875,229.28549407033265,260.3136533341035
2,170.6640167236328,163.7815897694907,186.96901802847825
3,133.53358459472656,128.0901442307456,146.65144049375013
4,109.95391845703125,105.43797092360109,120.9201925141723
5,93.57659912109375,89.70944832099423,102.99013196710062
6,81.5075454711914,78.12048925364665,89.74784686959426
7,72.23040008544922,69.2129532416709,79.55289149569963
8,64.87014770507812,62.14577301780762,71.45479560582277
