,qhgk k=14,rtaq k=14,inv k=14
0,504.9534606933594,498.97985820723926,551.8783669166233
1,289.84063720703125,286.35479447844415,320.05034966885984
2,205.7460174560547,203.25027016173954,228.45484535817718
3,160.42332458496094,158.46320460896234,178.64869219104807
4,131.8345184326172,130.2123568230447,147.05374619681788
5,112.0591812133789,110.669629612508,125.11851822516257
6,97.52454376220703,96.30528350269337,108.9567362411271
7,86.37223052978516,85.282865662612,96.53431681413724
8,77.53508758544922,76.54810622699999,86.67828441434558
