,qhgk k=10,rtaq k=10,inv k=10
0,476.5082092285156,467.39046358065826,518.8754380982033
1,274.1639099121094,268.8264363380795,301.55200657257325
2,194.84144592285156,191.01107277464516,215.47377110542985
3,152.0137481689453,149.00413472660316,168.58989630824982
4,124.96935272216797,122.47933305438612,138.81794209013427
5,106.2486343383789,104.11833457827903,118.1346589729845
6,92.48297119140625,90.61653619708515,102.8885616582241
7,81.91699981689453,80.25275286459868,91.1663587814885
8,73.54263305664062,72.0380789013001,81.86382170111047
