,qhgk k=16,rtaq k=16,inv k=16
0,518.5448608398438,513.5378324611667,567.7722610268314
1,296.4132995605469,293.48752545614735,327.85382047909246
2,210.08140563964844,207.98380083711393,233.6476968820493
3,163.68284606933594,162.03149698137747,182.56992493382958
4,134.45993041992188,133.08923156217864,150.21850910296723
5,114.2629623413086,113.08620708870713,127.77873346673512
6,99.42684936523438,98.39201917746543,111.25491348210505
7,88.04737091064453,87.120915062017,98.55926595308729
8,79.0320816040039,78.19156183983559,88.48928068595518
